"","X","Year","Ceremony","Category","Nominee","Additional.Info","Won.Academy.Award","Film","Artist","Film.ID"
"3631",3631,1982,"1982 (55th)","Film Editing","Gandhi","John Bloom","YES","Gandhi","John Bloom","Gandhi (1982)"
"3638",3638,1982,"1982 (55th)","Foreign Language Film","Volver a Empezar ('To Begin Again')","Spain","YES","Volver a Empezar ('To Begin Again')","Spain","Volver a Empezar ('To Begin Again') (1982)"
"3640",3640,1982,"1982 (55th)","Makeup","Quest for Fire","Sarah Monzani, Michèle Burke","YES","Quest for Fire","Sarah Monzani, Michèle Burke","Quest for Fire (1982)"
"3641",3641,1982,"1982 (55th)","Music (Scoring)","E.T. The Extra-Terrestrial","John Williams","YES","E.T. The Extra-Terrestrial","John Williams","E.T. The Extra-Terrestrial (1982)"
"3648",3648,1982,"1982 (55th)","Music (Scoring)","Victor/Victoria","Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini","YES","Victor/Victoria","Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini","Victor/Victoria (1982)"
"3653",3653,1982,"1982 (55th)","Music (Song)","An Officer and a Gentleman","Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings","YES","An Officer and a Gentleman","Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings","An Officer and a Gentleman (1982)"
"3655",3655,1982,"1982 (55th)","Best Picture","Gandhi","Richard Attenborough, Producer","YES","Gandhi","Richard Attenborough, Producer","Gandhi (1982)"
"3661",3661,1982,"1982 (55th)","Short Film (Animated)","Tango","Zbigniew Rybczynski, Producer","YES","Tango","Zbigniew Rybczynski, Producer","Tango (1982)"
"3663",3663,1982,"1982 (55th)","Short Film (Live Action)","A Shocking Accident","Christine Oestreicher, Producer","YES","A Shocking Accident","Christine Oestreicher, Producer","A Shocking Accident (1982)"
"3668",3668,1982,"1982 (55th)","Sound","E.T. The Extra-Terrestrial","Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa","YES","E.T. The Extra-Terrestrial","Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa","E.T. The Extra-Terrestrial (1982)"
"3673",3673,1982,"1982 (55th)","Sound Editing","E.T. The Extra-Terrestrial","Charles L. Campbell, Ben Burtt","YES","E.T. The Extra-Terrestrial","Charles L. Campbell, Ben Burtt","E.T. The Extra-Terrestrial (1982)"
"3676",3676,1982,"1982 (55th)","Visual Effects","E.T. The Extra-Terrestrial","Carlo Rambaldi, Dennis Muren, Kenneth F. Smith","YES","E.T. The Extra-Terrestrial","Carlo Rambaldi, Dennis Muren, Kenneth F. Smith","E.T. The Extra-Terrestrial (1982)"
"3679",3679,1982,"1982 (55th)","Writing","Missing","Costa-Gavras, Donald Stewart","YES","Missing","Costa-Gavras, Donald Stewart","Missing (1982)"
"3685",3685,1982,"1982 (55th)","Writing","Gandhi","John Briley","YES","Gandhi","John Briley","Gandhi (1982)"
"3688",3688,1982,"1982 (55th)","Honorary Award","To Mickey Rooney, in recognition of his 60 years of versatility in a variety of memorable film performances.","","YES",NA,NA,NA
"3689",3689,1982,"1982 (55th)","Jean Hersholt Humanitarian Award","Walter Mirisch","","YES",NA,NA,NA
"3690",3690,1982,"1982 (55th)","Scientific and Technical (Academy Award of Merit)","To AUGUST ARNOLD and ERICH KAESTNER of Arnold & Richter, GmbH, for the concept and engineering of the first operational 35mm, hand-held, spinning-mirror reflex, motion picture camera. [Camera]","","YES",NA,NA,NA
"3691",3691,1982,"1982 (55th)","Scientific and Technical (Scientific and Engineering Award)","To COLIN F. MOSSMAN and THE RESEARCH AND DEVELOPMENT GROUP OF RANK FILM LABORATORIES, LONDON, for the engineering and implementation of a 4,000 meter printing system for motion picture laboratories. [Laboratory]","","YES",NA,NA,NA
"3692",3692,1982,"1982 (55th)","Scientific and Technical (Scientific and Engineering Award)","To SANTE ZELLI and SALVATORE ZELLI of Elemack Italia S.r.l., Rome, Italy, for the continuing engineering, design and development that has resulted in the Elemack Camera Dolly System for motion picture production. [Camera Cranes]","","YES",NA,NA,NA
"3693",3693,1982,"1982 (55th)","Scientific and Technical (Scientific and Engineering Award)","To LEONARD CHAPMAN for the engineering design, development and manufacture of the PeeWee Camera Dolly for motion picture production. [Camera Cranes]","","YES",NA,NA,NA
"3694",3694,1982,"1982 (55th)","Scientific and Technical (Scientific and Engineering Award)","To DR. MOHAMMAD S. NOZARI of Minnesota Mining and Manufacturing Company for the research and development of the 3M Photogard protective coating for motion picture film. [Laboratory]","","YES",NA,NA,NA
"3695",3695,1982,"1982 (55th)","Scientific and Technical (Scientific and Engineering Award)","To BRIANNE MURPHY and DONALD SCHISLER of Mitchell Insert Systems, Incorporated, for the concept, design and manufacture of the MISI Camera Insert Car and Process Trailer. [Stage Operations]","","YES",NA,NA,NA
"3696",3696,1982,"1982 (55th)","Scientific and Technical (Scientific and Engineering Award)","To JACOBUS L. DIMMERS for the engineering and manufacture of the Teccon Enterprises' magnetic transducer for motion picture sound recording and playback. [Sound]","","YES",NA,NA,NA
"3697",3697,1982,"1982 (55th)","Scientific and Technical (Technical Achievement Award)","To RICHARD W. DEATS for the design and manufacture of the Little Big Crane"" for motion picture production. [Camera Cranes]""","","YES",NA,NA,NA
"3698",3698,1982,"1982 (55th)","Scientific and Technical (Technical Achievement Award)","To CONSTANT TRESFON and ADRIAAN DE ROOY of Egripment, and to ED PHILLIPS and CARLOS DE MATTOS of Matthews Studio Equipment, Incorporated, for the design and manufacture of the Tulip Crane"" for motion picture production. [Camera Cranes]""","","YES",NA,NA,NA
"3699",3699,1982,"1982 (55th)","Scientific and Technical (Technical Achievement Award)","To BRAN FERREN of Associates and Ferren for the design and development of a computerized lightning effect system for motion picture photography. [Stage Operations]","","YES",NA,NA,NA
"3700",3700,1982,"1982 (55th)","Scientific and Technical (Technical Achievement Award)","To CHRISTIE ELECTRIC CORPORATION and LAVEZZI MACHINE WORKS, INCORPORATED, for the design and manufacture of the Ultramittent film transport for Christie motion picture projectors. [Projection]","","YES",NA,NA,NA
"3701",3701,1982,"1982 (55th)","Scientific and Technical (Gordon E. Sawyer Award)","John O. Aalberg","","YES",NA,NA,NA
"3703",3703,1981,"1981 (54th)","Actor -- Leading Role","Henry Fonda","On Golden Pond {'Norman Thayer, Jr.'}","YES","On Golden Pond","Henry Fonda","On Golden Pond (1981)"
"3708",3708,1981,"1981 (54th)","Actor -- Supporting Role","John Gielgud","Arthur {'Hobson'}","YES","Arthur","John Gielgud","Arthur (1981)"
"3712",3712,1981,"1981 (54th)","Actress -- Leading Role","Katharine Hepburn","On Golden Pond {'Ethel Thayer'}","YES","On Golden Pond","Katharine Hepburn","On Golden Pond (1981)"
"3721",3721,1981,"1981 (54th)","Actress -- Supporting Role","Maureen Stapleton","Reds {'Emma Goldman'}","YES","Reds","Maureen Stapleton","Reds (1981)"
"3725",3725,1981,"1981 (54th)","Art Direction","Raiders of the Lost Ark","Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford","YES","Raiders of the Lost Ark","Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford","Raiders of the Lost Ark (1981)"
"3731",3731,1981,"1981 (54th)","Cinematography","Reds","Vittorio Storaro","YES","Reds","Vittorio Storaro","Reds (1981)"
"3732",3732,1981,"1981 (54th)","Costume Design","Chariots of Fire","Milena Canonero","YES","Chariots of Fire","Milena Canonero","Chariots of Fire (1981)"
"3741",3741,1981,"1981 (54th)","Directing","Reds","Warren Beatty","YES","Reds","Warren Beatty","Reds (1981)"
"3746",3746,1981,"1981 (54th)","Documentary (Feature)","Genocide","Arnold Schwartzman and Rabbi Marvin Hier, Producers","YES","Genocide","Arnold Schwartzman and Rabbi Marvin Hier, Producers","Genocide (1981)"
"3748",3748,1981,"1981 (54th)","Documentary (Short Subject)","Close Harmony","Nigel Noble, Producer","YES","Close Harmony","Nigel Noble, Producer","Close Harmony (1981)"
"3755",3755,1981,"1981 (54th)","Film Editing","Raiders of the Lost Ark","Michael Kahn","YES","Raiders of the Lost Ark","Michael Kahn","Raiders of the Lost Ark (1981)"
"3759",3759,1981,"1981 (54th)","Foreign Language Film","Mephisto","Hungary","YES","Mephisto","Hungary","Mephisto (1981)"
"3762",3762,1981,"1981 (54th)","Makeup","An American Werewolf in London","Rick Baker","YES","An American Werewolf in London","Rick Baker","An American Werewolf in London (1981)"
"3764",3764,1981,"1981 (54th)","Music (Scoring)","Chariots of Fire","Vangelis","YES","Chariots of Fire","Vangelis","Chariots of Fire (1981)"
"3769",3769,1981,"1981 (54th)","Music (Song)","Arthur","Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen","YES","Arthur","Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen","Arthur (1981)"
"3775",3775,1981,"1981 (54th)","Best Picture","Chariots of Fire","David Puttnam, Producer","YES","Chariots of Fire","David Puttnam, Producer","Chariots of Fire (1981)"
"3779",3779,1981,"1981 (54th)","Short Film (Animated)","Crac","Frédéric Back, Producer","YES","Crac","Frédéric Back, Producer","Crac (1981)"
"3784",3784,1981,"1981 (54th)","Short Film (Live Action)","Violet","Paul Kemp and Shelley Levinson, Producers","YES","Violet","Paul Kemp and Shelley Levinson, Producers","Violet (1981)"
"3788",3788,1981,"1981 (54th)","Sound","Raiders of the Lost Ark","Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman","YES","Raiders of the Lost Ark","Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman","Raiders of the Lost Ark (1981)"
"3790",3790,1981,"1981 (54th)","Sound Editing","Raiders of the Lost Ark","Ben Burtt, Richard L. Anderson","YES","Raiders of the Lost Ark","Ben Burtt, Richard L. Anderson","Raiders of the Lost Ark (1981)"
"3792",3792,1981,"1981 (54th)","Visual Effects","Raiders of the Lost Ark","Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston","YES","Raiders of the Lost Ark","Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston","Raiders of the Lost Ark (1981)"
"3794",3794,1981,"1981 (54th)","Writing","On Golden Pond","Ernest Thompson","YES","On Golden Pond","Ernest Thompson","On Golden Pond (1981)"
"3801",3801,1981,"1981 (54th)","Writing","Chariots of Fire","Colin Welland","YES","Chariots of Fire","Colin Welland","Chariots of Fire (1981)"
"3803",3803,1981,"1981 (54th)","Special Achievement Award","Raiders of the Lost Ark","Ben Burtt, Richard L. Anderson","YES",NA,NA,NA
"3804",3804,1981,"1981 (54th)","Honorary Award","To Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting.","","YES",NA,NA,NA
"3805",3805,1981,"1981 (54th)","Jean Hersholt Humanitarian Award","Danny Kaye","","YES",NA,NA,NA
"3806",3806,1981,"1981 (54th)","Irving G. Thalberg Memorial Award","Albert R. Broccoli","","YES",NA,NA,NA
"3807",3807,1981,"1981 (54th)","Scientific and Technical (Academy Award of Merit)","To FUJI PHOTO FILM COMPANY, LTD. for the research, development and introduction of a new Ultra-high-speed color negative film for motion pictures. [Film]","","YES",NA,NA,NA
"3808",3808,1981,"1981 (54th)","Scientific and Technical (Scientific and Engineering Award)","To NELSON TYLER for the progressive development and improvement of the Tyler Helicopter motion picture camera platform. [Photography]","","YES",NA,NA,NA
"3809",3809,1981,"1981 (54th)","Scientific and Technical (Scientific and Engineering Award)","To LEONARD SOKOLOW for the concept and design and to HOWARD T. LAZARE for the development of the Consolidated Film Industries' Stroboscan motion picture film viewer. [Laboratory]","","YES",NA,NA,NA
"3810",3810,1981,"1981 (54th)","Scientific and Technical (Scientific and Engineering Award)","To RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED for the concept and engineering of a beam-splitter optical composite motion picture printer. [Special Photographic]","","YES",NA,NA,NA
"3811",3811,1981,"1981 (54th)","Scientific and Technical (Scientific and Engineering Award)","To RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED for the engineering of the Empire Motion Picture Camera System. [Camera]","","YES",NA,NA,NA
"3812",3812,1981,"1981 (54th)","Scientific and Technical (Scientific and Engineering Award)","To EDWARD J. BLASKO and DR. RODERICK T. RYAN of the Eastman Kodak Company for the application of the Prostar Microfilm Processor for motion picture title and special optical effects production. [Laboratory]","","YES",NA,NA,NA
"3813",3813,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To HAL LANDAKER for the concept and to ALAN D. LANDAKER for the engineering of the Burbank Studios' Production Sound Department 24-frame color video system. [Special Photographic]","","YES",NA,NA,NA
"3814",3814,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To BILL HOGAN of Ruxton, Ltd. and RICHARD J. STUMPF and DANIEL R. BREWER of Universal City Studios' Production Sound Department for the engineering of a 24-frame color video system. [Special Photographic]","","YES",NA,NA,NA
"3815",3815,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To JOHN DEMUTH for the engineering of a 24-frame video system. [Special Photographic]","","YES",NA,NA,NA
"3816",3816,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To ERNST F. NETTMANN of Continental Camera Systems, Inc. for the development of a pitching lens for motion picture photography. [Camera]","","YES",NA,NA,NA
"3817",3817,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To BILL TAYLOR of Universal City Studios for the concept and specifications for a Two Format, Rotating Head, Aerial Image Optical Printer. [Special Photographic]","","YES",NA,NA,NA
"3818",3818,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To PETER D. PARKS of Oxford Scientific Films for the development of the OSF microcosmic zoom device for microscopic photography. [Camera]","","YES",NA,NA,NA
"3819",3819,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To DR. LOUIS STANKIEWICZ and H. L. BLACHFORD for the development of Baryfol sound barrier materials. [Stage Operations]","","YES",NA,NA,NA
"3820",3820,1981,"1981 (54th)","Scientific and Technical (Technical Achievement Award)","To DENNIS MUREN and STUART ZIFF of Industrial Light and Magic, Incorporated for the development of a Motion Picture Figure Mover for animation photography. [Stage Operations]","","YES",NA,NA,NA
"3821",3821,1981,"1981 (54th)","Scientific and Technical (Gordon E. Sawyer Award)","Joseph B. Walker","","YES",NA,NA,NA
"3822",3822,1980,"1980 (53rd)","Actor -- Leading Role","Robert De Niro","Raging Bull {'Jake LaMotta'}","YES","Raging Bull","Robert De Niro","Raging Bull (1980)"
"3828",3828,1980,"1980 (53rd)","Actor -- Supporting Role","Timothy Hutton","Ordinary People {'Conrad Jarrett'}","YES","Ordinary People","Timothy Hutton","Ordinary People (1980)"
"3836",3836,1980,"1980 (53rd)","Actress -- Leading Role","Sissy Spacek","Coal Miner's Daughter {'Loretta Lynn'}","YES","Coal Miner's Daughter","Sissy Spacek","Coal Miner's Daughter (1980)"
"3841",3841,1980,"1980 (53rd)","Actress -- Supporting Role","Mary Steenburgen","Melvin and Howard {'Lynda Dummar'}","YES","Melvin and Howard","Mary Steenburgen","Melvin and Howard (1980)"
"3846",3846,1980,"1980 (53rd)","Art Direction","Tess","Art Direction: Pierre Guffroy, Jack Stephens","YES","Tess","Art Direction: Pierre Guffroy, Jack Stephens","Tess (1980)"
